HR,Name,DM,HD,SAO,RAh,RAm,RAs,DE_sign,DEd,DEm,DEs,Vmag,B-V,SpType,Const-Info
6925,,BD+03 3716,170137,123513,18.0,27.0,50.3,+,3.0,44.0,55.0,6.07,1.62,K3III,3I
6926,,CD-2613206,170141,186863,18.0,28.0,57.4,-,26.0,34.0,54.0,6.5,0.11,A3III,3I
6927,44Chi Dra,BD+72  839,170153,9087,18.0,21.0,3.4,+,72.0,43.0,58.0,3.57,0.49,F7V,7V
6928,,BD+06 3790,170200,123516,18.0,27.0,58.8,+,6.0,11.0,39.0,5.73,-0.03,B8III-IV,8I
6929,,CD-2513170,170235,186873,18.0,29.0,22.0,-,25.0,15.0,23.0,6.59,0.07,B2IVpe,2I
6930,Gam Sct,BD-14 5071,170296,161520,18.0,29.0,11.9,-,14.0,33.0,57.0,4.7,0.06,A3Vn,3V
6931,,CD-4112871,170384,229080,18.0,31.0,3.0,-,41.0,54.0,49.0,6.04,0.14,A3V,3V
6932,,BD-14 5077,170397,161528,18.0,29.0,46.8,-,14.0,34.0,54.0,5.96,-0.04,B9pSiCr,9p
6933,,BD-18 4982,170433,161540,18.0,30.0,11.9,-,18.0,43.0,44.0,5.66,1.06,gK0,0
6934,Del1Tel,CD-4512550,170465,229092,18.0,31.0,45.4,-,45.0,54.0,54.0,4.96,-0.11,B6IV,6I
6935,60    Ser,BD-02 4641,170474,142348,18.0,29.0,41.0,-,1.0,59.0,7.0,5.39,0.96,K0III,0I
6936,,CD-3313281,170479,210257,18.0,31.0,4.8,-,32.0,59.0,21.0,5.34,0.16,A3m,3m
6937,,CD-4312600,170521,229094,18.0,31.0,56.2,-,43.0,30.0,28.0,5.72,1.34,K2III,2I
6938,Del2Tel,CD-4512556,170523,229095,18.0,32.0,2.0,-,45.0,45.0,26.0,5.07,-0.14,B3III,3I
6939,,CP-58 7418,170525,245547,18.0,33.0,29.5,-,58.0,42.0,33.0,6.44,0.68,G5IV,5I
6940,,BD-05 4675,170547,142353,18.0,30.0,14.3,-,5.0,43.0,27.0,6.28,0.95,G8II-III,8I
6941,,BD+03 3727,170580,123571,18.0,30.0,5.1,+,4.0,3.0,55.0,6.69,0.11,B2V,2V
6942,,CD-3912696,170642,210277,18.0,32.0,21.4,-,39.0,42.0,14.0,5.16,0.08,A3Vn,3V
6943,,BD+23 3347,170650,86115,18.0,29.0,35.7,+,23.0,51.0,58.0,5.9,-0.1,B6IV,6I
6944,,BD-18 4988,170680,161564,18.0,31.0,26.3,-,18.0,24.0,10.0,5.14,0.0,A0Vp,0V
6945,42    Dra,BD+65 1271,170693,17888,18.0,25.0,59.1,+,65.0,33.0,49.0,4.82,1.19,K1.5IIIFe-0.5,1.
6946,,BD-10 4713,170740,161569,18.0,31.0,25.7,-,10.0,47.0,45.0,5.72,0.24,B2V,2V
6947,,BD-19 5047,170764,161571,18.0,31.0,53.3,-,19.0,7.0,30.0,6.68,1.13,G1.5Ib,1.
6948,,CD-3912704,170773,210286,18.0,33.0,0.9,-,39.0,53.0,32.0,6.22,0.42,F5IV,5I
6949,,BD+59 1899,170811,30990,18.0,27.0,42.3,+,59.0,32.0,57.0,6.43,,K0IV,0I
6950,,BD+20 3821,170829,86142,18.0,30.0,41.6,+,20.0,48.0,55.0,6.5,0.79,G8IV,8I
6951,The CrA,CD-4213378,170845,229111,18.0,33.0,30.2,-,42.0,18.0,45.0,4.64,1.01,G8III,8I
6952,Kap1CrA,CD-3812896,170868,210296,18.0,33.0,23.3,-,38.0,43.0,13.0,6.32,,A0III,0I
6953,Kap2CrA,CD-3812895,170867,210295,18.0,33.0,23.1,-,38.0,43.0,34.0,5.65,-0.06,B9V,9V
6954,,CP-5211158,170873,245559,18.0,34.0,31.2,-,52.0,53.0,31.0,6.22,1.25,K2III,2I
6955,,BD+16 3529,170878,103800,18.0,31.0,4.4,+,16.0,55.0,43.0,5.77,0.04,A2V,2V
6956,,BD-14 5098,170902,161580,18.0,32.0,20.8,-,14.0,38.0,39.0,6.37,0.22,A4V,4V
6957,61    Ser,BD-01 3504,170920,142372,18.0,31.0,57.0,-,1.0,0.0,11.0,5.94,0.16,A4III,4I
6958,,BD+03 3737,170973,123610,18.0,32.0,7.0,+,3.0,39.0,35.0,6.43,-0.04,A0pSiCr,0p
6959,,BD-14 5099,170975,161587,18.0,32.0,43.3,-,14.0,51.0,56.0,5.5,1.97,K3Ib-IICN1,3I
6960,,CD-3313338,171034,210312,18.0,33.0,57.8,-,33.0,1.0,0.0,5.28,-0.11,B2IV-V,2I
6961,24    Sgr,CD-2414472,171115,186981,18.0,33.0,53.5,-,24.0,1.0,57.0,5.49,1.79,K4Ib,4I
6962,,BD-14 5106,171130,161605,18.0,33.0,39.0,-,14.0,51.0,13.0,5.76,0.04,A2V,2V
6963,,BD-06 4791,171149,142386,18.0,33.0,22.9,-,5.0,54.0,41.0,6.36,0.02,A0Vn,0V
6964,,CP-83  663,171161,258810,18.0,51.0,57.9,-,83.0,18.0,59.0,7.16,1.26,K1IIICNII:,1I
6965,25    Sgr,CD-2414479,171237,186995,18.0,34.0,32.8,-,24.0,13.0,21.0,6.51,0.54,F3II-III,3I
6966,,BD+23 3363,171245,86175,18.0,32.0,46.2,+,23.0,37.0,1.0,5.84,1.46,gK5,5
6967,,BD+08 3741,171247,123634,18.0,33.0,23.3,+,8.0,16.0,6.0,6.42,-0.03,B8IIIpSiSr:,8I
6968,,BD+30 3223,171301,67090,18.0,32.0,49.9,+,30.0,33.0,15.0,5.48,-0.1,B8IV,8I
6969,,BD-20 5189,171369,187012,18.0,35.0,21.3,-,20.0,50.0,27.0,6.48,0.28,F0IV,0I
6970,,BD-11 4681,171391,161632,18.0,35.0,2.4,-,10.0,58.0,38.0,5.14,0.92,G8III,8I
6971,,BD+30 3227,171406,67102,18.0,33.0,23.1,+,30.0,53.0,33.0,6.59,-0.12,B4Ve,4V
6972,,CD-2915123,171416,187024,18.0,35.0,59.7,-,29.0,41.0,57.0,6.37,1.27,K1III,1I
6973,Alp Sct,BD-08 4638,171443,142408,18.0,35.0,12.4,-,8.0,14.0,39.0,3.85,1.33,K3-III-IIIb,3-
6974,,BD+52 2232,171461,31032,18.0,32.0,11.4,+,52.0,6.0,56.0,6.56,-0.07,B9.5V,9.
6975,,BD+20 3847,171487,86203,18.0,34.0,19.6,+,20.0,27.0,59.0,6.57,0.11,A3V,3V
6976,,BD+10 3573,171505,103867,18.0,34.0,47.5,+,10.0,53.0,30.0,6.4,0.08,A1V,1V
6977,,BD+18 3740,171623,103879,18.0,35.0,12.6,+,18.0,12.0,12.0,5.78,0.0,A0Vn,0V
6978,45    Dra,BD+56 2113,171635,31039,18.0,32.0,34.5,+,57.0,2.0,44.0,4.77,0.61,F7Ib,7I
6979,,BD+65 1276,171653,17912,18.0,31.0,14.8,+,65.0,26.0,10.0,6.59,0.3,A8m,8m
6980,,BD+23 3385,171745,86224,18.0,35.0,30.4,+,23.0,36.0,20.0,5.61,1.0,G9III+G7III,9I
6981,,BD+16 3560,171746,103886,18.0,35.0,53.2,+,16.0,58.0,32.0,6.21,0.53,G2V+G2V,2V
6982,Zet Pav,CP-71 2353,171759,257620,18.0,43.0,2.1,-,71.0,25.0,41.0,4.01,1.14,K0III,0I
6983,,BD+52 2238,171779,31051,18.0,33.0,56.7,+,52.0,21.0,13.0,5.36,1.09,K0III,0I
6984,,BD+34 3245,171780,67134,18.0,35.0,13.5,+,34.0,27.0,28.0,6.1,-0.11,B5Vne,5V
6985,,BD+09 3783,171802,123690,18.0,36.0,27.8,+,9.0,7.0,21.0,5.39,0.37,F5III,5I
6986,,CD-4812644,171819,229165,18.0,39.0,14.3,-,47.0,54.0,35.0,5.86,0.23,A7IV-V,7I
6987,,BD+06 3855,171834,123693,18.0,36.0,39.1,+,6.0,40.0,19.0,5.45,0.37,F3V,3V
6988,,BD-21 5076,171856,187071,18.0,37.0,54.4,-,21.0,23.0,52.0,5.94,0.19,A8IIIn,8I
6989,,BD-14 5139,171957,161687,18.0,38.0,4.6,-,14.0,0.0,17.0,6.47,0.21,B9IV,9I
6990,,CD-2314572,171961,187080,18.0,38.0,30.7,-,23.0,30.0,18.0,5.81,0.02,B8III,8I
6991,,CD-4312699,171967,229172,18.0,39.0,35.0,-,43.0,11.0,10.0,5.37,1.68,M2III,2I
6992,,BD+11 3530,171975,103912,18.0,37.0,12.6,+,11.0,25.0,18.0,6.42,-0.02,B9V,9V
6993,,BD-00 3521,171978,142444,18.0,37.0,36.0,-,0.0,18.0,34.0,5.75,0.07,A1V+A1V,1V
6994,,CP-77 1314,171990,257625,18.0,47.0,49.4,-,77.0,52.0,2.0,6.39,0.6,F8V,8V
6995,,BD+16 3563,171994,103913,18.0,37.0,9.0,+,16.0,11.0,54.0,6.29,0.9,G8IV,8I
6996,,CP-64 3942,172021,254343,18.0,42.0,22.5,-,64.0,38.0,35.0,6.37,0.15,A5V,5V
6997,,BD+33 3154,172044,67164,18.0,36.0,37.2,+,33.0,28.0,8.0,5.42,-0.1,B8II-IIIpHg,8I
6998,,BD-21 5081,172051,187086,18.0,38.0,53.4,-,21.0,3.0,7.0,5.86,0.68,G4V,4V
6999,,BD-03 4331,172088,142461,18.0,38.0,23.7,-,3.0,11.0,37.0,6.49,0.55,F9IV,9I
7000,,BD-01 3529,172103,142460,18.0,38.0,19.1,-,1.0,6.0,48.0,6.66,0.42,F1IV-V,1I
7001,3Alp Lyr,BD+38 3238,172167,67174,18.0,36.0,56.3,+,38.0,47.0,1.0,0.03,0.0,A0Va,0V
7002,,BD+08 3780,172171,123744,18.0,38.0,21.0,+,8.0,50.0,2.0,6.4,1.32,M6IIIe+K1III,6I
7003,,BD+43 3027,172187,47644,18.0,36.0,45.6,+,43.0,13.0,19.0,6.2,0.24,F0V,0V
7004,,CP-64 3943,172211,254353,18.0,43.0,37.2,-,64.0,33.0,4.0,5.78,0.96,K0III,0I
7005,,CD-4812668,172223,229194,18.0,41.0,30.6,-,48.0,5.0,42.0,6.49,1.22,K2III-IVCNII,2I
7006,,BD+77  699,172340,9151,18.0,29.0,44.9,+,77.0,32.0,49.0,5.64,1.18,gK4,4
7007,,BD-07 4648,172348,142480,18.0,40.0,0.5,-,7.0,47.0,26.0,5.84,1.55,K4III,4I
7008,,BD+05 3891,172365,123778,18.0,39.0,36.9,+,5.0,15.0,51.0,6.38,0.78,F8Ib-II,8I
7009,,BD+39 3476,172380,67193,18.0,38.0,6.5,+,39.0,40.0,5.0,6.04,1.65,M4.5-M5+II,4.
7010,,BD+07 3798,172424,123782,18.0,39.0,51.6,+,7.0,21.0,30.0,6.28,0.96,G8III,8I
7011,26    Sgr,CD-2314625,172546,187146,18.0,41.0,51.6,-,23.0,50.0,0.0,6.23,0.23,Am,m
7012,,CP-64 3948,172555,254358,18.0,45.0,26.9,-,64.0,52.0,17.0,4.79,0.2,A5IV-V,5I
7013,,BD+65 1283,172569,17947,18.0,36.0,13.3,+,65.0,29.0,19.0,6.06,0.28,F0V,0V
7014,,BD-14 5156,172594,161730,18.0,41.0,42.5,-,14.0,33.0,51.0,6.42,0.81,F2Ib,2I
7015,,CP-61 6229,172630,254359,18.0,45.0,11.5,-,61.0,5.0,42.0,6.04,1.46,K3III,3I
7016,,BD+30 3262,172631,67226,18.0,40.0,2.0,+,30.0,50.0,58.0,6.36,,K0,0
7017,,BD+40 3446,172671,47676,18.0,39.0,33.1,+,40.0,56.0,6.0,6.25,-0.06,B9V,9V
7018,,BD+62 1637,172728,17958,18.0,37.0,33.5,+,62.0,31.0,36.0,5.74,-0.06,A0V,0V
7019,,BD+38 3254,172741,67233,18.0,40.0,12.2,+,38.0,22.0,2.0,6.45,0.21,A6m,6m
7020,Del Sct,BD-09 4796,172748,142515,18.0,42.0,16.4,-,9.0,3.0,9.0,4.72,0.35,F2IIIpDel Del,2I
7021,Lam CrA,CD-3813036,172777,210501,18.0,43.0,46.9,-,38.0,19.0,25.0,5.13,0.09,A2Vn,2V
7022,,CP-57 9180,172781,245681,18.0,45.0,23.7,-,56.0,52.0,54.0,6.22,1.38,K3III,3I
7023,,BD-19 5134,172816,161754,18.0,42.0,55.2,-,19.0,17.0,2.0,6.35,1.75,M4III,4I
7024,,BD-07 4670,172831,142525,18.0,42.0,36.1,-,7.0,4.0,24.0,6.15,1.0,K0-1III,0-
7025,,BD+83  536,172864,3056,18.0,24.0,9.2,+,83.0,10.0,31.0,6.17,0.05,A2V,2V
7026,,CD-3612946,172875,210507,18.0,44.0,7.7,-,36.0,43.0,7.0,6.32,0.98,K0III,0I
7027,,CP-73 1939,172881,257630,18.0,49.0,43.5,-,72.0,59.0,41.0,6.06,0.0,B9.5IV-V,9.
7028,,BD+52 2263,172883,31093,18.0,39.0,52.8,+,52.0,11.0,46.0,6.0,-0.07,A0p:Hg:,0p
7029,,CD-3512876,172910,210509,18.0,44.0,19.4,-,35.0,38.0,31.0,4.87,-0.18,B2.5V,2.
7030,,BD+31 3332,172958,67256,18.0,41.0,41.3,+,31.0,37.0,4.0,6.41,-0.04,B8V,8V
7031,,CD-3912864,172991,210518,18.0,44.0,57.2,-,39.0,41.0,11.0,5.43,0.87,K3II+B7,3I
7032,Eps Sct,BD-08 4686,173009,142546,18.0,43.0,31.3,-,8.0,16.0,31.0,4.9,1.12,G8IIb,8I
7033,,BD+34 3285,173087,67265,18.0,42.0,8.1,+,34.0,44.0,48.0,6.47,-0.13,B5V,5V
7034,,BD-06 4859,173093,142557,18.0,43.0,51.4,-,6.0,49.0,7.0,6.31,0.48,F7V,7V
7035,,CD-2513394,173117,187216,18.0,44.0,49.6,-,25.0,0.0,40.0,5.83,0.05,B5:V,5:
7036,The Pav,CP-65 3754,173168,254374,18.0,48.0,37.8,-,65.0,4.0,40.0,5.73,0.24,A8V,8V
7037,,CD-5012135,173263,245702,18.0,46.0,59.1,-,50.0,5.0,40.0,6.54,0.28,F0V,0V
7038,,BD-21 5131,173282,187234,18.0,45.0,18.7,-,21.0,0.0,5.0,6.36,0.45,F5V,5V
7039,27Phi Sgr,CD-2713170,173300,187239,18.0,45.0,39.4,-,26.0,59.0,27.0,3.17,-0.11,B8III,8I
7040,4    Aql,BD+01 3766,173370,123879,18.0,44.0,49.9,+,2.0,3.0,36.0,5.02,-0.06,B9V,9V
7041,,BD+39 3505,173383,67287,18.0,43.0,16.7,+,39.0,18.0,1.0,6.45,1.59,K5,5
7042,,BD+62 1641,173398,17975,18.0,40.0,56.3,+,62.0,44.0,59.0,6.09,0.98,K0III,0I
7043,,BD+36 3246,173416,67292,18.0,43.0,36.1,+,36.0,33.0,24.0,6.01,1.04,G8,8
7044,,BD+31 3348,173417,67293,18.0,43.0,51.6,+,31.0,55.0,36.0,5.7,0.34,F1III-IV,1I
7045,,BD-19 5154,173425,161803,18.0,46.0,1.2,-,19.0,36.0,23.0,6.42,1.65,M4III,4I
7046,28    Sgr,BD-22 4854,173460,187255,18.0,46.0,20.6,-,22.0,23.0,32.0,5.37,1.64,K4III,4I
7047,,BD+23 3439,173494,86393,18.0,44.0,40.2,+,23.0,35.0,23.0,6.31,0.4,F6V,6V
7048,,BD+05 3941,173495,123886,18.0,45.0,28.4,+,5.0,29.0,59.0,5.83,0.04,A1V+A1V,1V
7049,46    Dra,BD+55 2107,173524,31119,18.0,42.0,37.9,+,55.0,32.0,22.0,5.04,-0.09,B9.5pHg:,9.
7050,Mu  CrA,CD-4012807,173540,229285,18.0,47.0,44.6,-,40.0,24.0,22.0,5.24,0.78,G5-6III,5-
7051,4Eps1Lyr,BD+39 3509,173582,67310,18.0,44.0,20.4,+,39.0,40.0,12.0,5.06,0.16,A4V,4V
7052,4Eps1Lyr,BD+39 3509,173583,67309,18.0,44.0,20.3,+,39.0,40.0,16.0,6.02,,F1V,1V
7053,5Eps2Lyr,BD+39 3510,173607,67315,18.0,44.0,22.9,+,39.0,36.0,47.0,5.14,0.19,A8Vn,8V
7054,5Eps2Lyr,BD+39 3510,173608,,18.0,44.0,22.9,+,39.0,36.0,46.0,5.37,,F0Vn,0V
7055,,BD-10 4797,173638,161817,18.0,46.0,43.3,-,10.0,7.0,30.0,5.71,0.59,F2Ib-II,2I
7056,6Zet1Lyr,BD+37 3222,173648,67321,18.0,44.0,46.4,+,37.0,36.0,18.0,4.36,0.19,A4m,4m
7057,7Zet2Lyr,BD+37 3223,173649,67324,18.0,44.0,48.2,+,37.0,35.0,40.0,5.73,0.28,F0IV,0I
7058,,BD+21 3550,173650,86405,18.0,45.0,35.7,+,21.0,59.0,6.0,6.51,0.02,B9pSiCr:,9p
7059,5    Aql,BD-01 3559,173654,142606,18.0,46.0,28.5,-,0.0,57.0,42.0,5.9,0.13,A2Vm,2V
7060,,BD+53 2126,173664,31133,18.0,43.0,29.0,+,53.0,52.0,19.0,6.11,0.12,A2IV,2I
7061,110    Her,BD+20 3926,173667,86406,18.0,45.0,39.7,+,20.0,32.0,47.0,4.19,0.46,F6V,6V
7062,Eta1CrA,CD-4312841,173715,229299,18.0,48.0,50.5,-,43.0,40.0,48.0,5.49,0.13,A3V,3V
7063,Bet Sct,BD-04 4582,173764,142618,18.0,47.0,10.5,-,4.0,44.0,52.0,4.22,1.1,G4IIa,4I
7064,,BD+26 3349,173780,86418,18.0,46.0,4.5,+,26.0,39.0,44.0,4.83,1.2,K3III,3I
7065,,CD-4512779,173791,229306,18.0,49.0,27.4,-,45.0,48.0,37.0,5.81,0.9,G8III,8I
7066,,BD-05 4760,173819,142620,18.0,47.0,29.0,-,5.0,42.0,18.0,5.2,1.47,K0Ibp,0I
7067,,BD+18 3817,173833,104087,18.0,46.0,41.4,+,18.0,42.0,21.0,6.17,1.59,K5,5
7068,Eta2CrA,CD-4312854,173861,229307,18.0,49.0,35.0,-,43.0,26.0,2.0,5.61,-0.08,B9IV,9I
7069,111    Her,BD+18 3823,173880,104093,18.0,47.0,1.3,+,18.0,10.0,53.0,4.36,0.13,A5III,5I
7070,,CD-3413128,173902,210600,18.0,49.0,17.2,-,34.0,44.0,55.0,6.62,1.08,K1IVCNIII,1I
7071,,BD+54 2034,173920,31151,18.0,44.0,55.4,+,54.0,53.0,48.0,6.23,0.82,G5III,5I
7072,,BD-18 5079,173928,161848,18.0,48.0,45.3,-,18.0,36.0,5.0,6.47,,G5III:+A0V:,5I
7073,,BD+41 3137,173936,47779,18.0,46.0,13.0,+,41.0,26.0,30.0,6.07,-0.13,B6V,6V
7074,Lam Pav,CP-62 5983,173948,254393,18.0,52.0,13.0,-,62.0,11.0,15.0,4.22,-0.14,B2II-IIIe,2I
7075,,BD+60 1845,173949,17995,18.0,44.0,18.2,+,61.0,2.0,53.0,5.99,0.96,G7IV,7I
7076,,BD+04 3884,173954,123928,18.0,48.0,2.7,+,4.0,14.0,29.0,6.21,1.51,K5,5
7077,,BD-19 5182,174115,161871,18.0,49.0,35.5,-,19.0,8.0,32.0,6.75,0.2,A1m,1m
7078,29    Sgr,BD-20 5277,174116,187324,18.0,49.0,40.1,-,20.0,19.0,29.0,5.24,1.41,K4III,4I
7079,,BD+23 3461,174160,86451,18.0,48.0,16.4,+,23.0,30.0,51.0,6.15,0.49,F8V,8V
7080,,BD+46 2551,174177,47798,18.0,46.0,59.0,+,46.0,18.0,54.0,6.52,0.07,A2IV,2I
7081,,BD+31 3369,174179,67396,18.0,47.0,57.5,+,31.0,45.0,25.0,6.06,-0.13,B3IVp,3I
7082,,BD+70 1023,174205,9222,18.0,43.0,10.2,+,70.0,47.0,34.0,6.44,,K2,2
7083,,BD-06 4922,174208,142661,18.0,49.0,41.0,-,5.0,54.0,46.0,5.99,1.6,K2Ib,2I
7084,,BD+52 2280,174237,31165,18.0,46.0,43.1,+,52.0,59.0,17.0,5.88,-0.09,B2.5Ve,2.
7085,,BD+00 4027,174240,123947,18.0,49.0,37.1,+,0.0,50.0,9.0,6.25,0.04,A1V,1V
7086,,BD+19 3798,174262,104129,18.0,48.0,53.4,+,19.0,19.0,43.0,5.88,0.03,A1V,1V
7087,Kap Tel,CP-5211268,174295,245772,18.0,52.0,39.6,-,52.0,6.0,27.0,5.17,0.94,G8-K0III,8-
7088,30    Sgr,BD-22 4881,174309,187342,18.0,50.0,50.5,-,22.0,9.0,44.0,6.61,0.38,A7III,7I
7089,,BD-08 4726,174325,142674,18.0,50.0,20.0,-,7.0,54.0,27.0,6.8,3.09,C5II,5I
7090,,BD+48 2767,174366,47815,18.0,47.0,40.0,+,49.0,4.0,30.0,6.4,,A1V,1V
7091,,BD+24 3545,174369,86462,18.0,49.0,14.4,+,25.0,2.0,47.0,6.59,,A1V,1V
7092,,CD-4612669,174387,229336,18.0,52.0,27.1,-,46.0,35.0,43.0,5.54,1.63,M0III,0I
7093,,CP-5211273,174430,245783,18.0,53.0,12.1,-,51.0,55.0,52.0,6.31,-0.09,B4III,4I
7094,,BD-09 4859,174464,142692,18.0,50.0,58.5,-,9.0,46.0,27.0,5.83,0.61,F2Ib,2I
7095,,CD-4812769,174474,229342,18.0,53.0,2.5,-,48.0,21.0,36.0,6.19,0.14,A2V,2V
7096,,BD+48 2770,174481,47823,18.0,48.0,16.1,+,48.0,46.0,3.0,6.12,0.21,A7III,7I
7097,,CD-4612676,174500,229343,18.0,52.0,59.6,-,46.0,35.0,9.0,6.19,0.03,A1IV-V,1I
7098,,BD+31 3373,174567,67438,18.0,49.0,44.0,+,31.0,37.0,45.0,6.64,0.02,A0V s,0V
7099,,BD+10 3685,174569,104170,18.0,50.0,45.6,+,10.0,58.0,35.0,6.55,,K5III+K3III,5I
7100,8Nu 1Lyr,BD+32 3227,174585,67441,18.0,49.0,45.9,+,32.0,48.0,46.0,5.91,-0.16,B3IV,3I
7101,8    Aql,BD-03 4392,174589,142706,18.0,51.0,22.1,-,3.0,19.0,4.0,6.1,0.3,F2III,2I
7102,9Nu 2Lyr,BD+32 3228,174602,67446,18.0,49.0,52.9,+,32.0,33.0,3.0,5.25,0.08,A3V,3V
7103,,CD-2613562,174630,187388,18.0,52.0,28.5,-,26.0,39.0,1.0,6.29,0.94,G8/K0III,8/
7104,,CD-2915449,174631,187389,18.0,52.0,37.0,-,29.0,22.0,46.0,6.13,1.35,K1III,1I
7105,,CD-3016356,174632,210663,18.0,52.0,41.7,-,30.0,44.0,3.0,6.63,-0.05,B8V,8V
7106,10Bet Lyr,BD+33 3223,174638,67451,18.0,50.0,4.8,+,33.0,21.0,46.0,3.45,0.0,B8IIpe,8I
7107,Kap Pav,CP-67 3603,174694,254413,18.0,56.0,57.0,-,67.0,14.0,1.0,4.44,0.71,F5I-II,5I
7108,,CD-5012206,174730,229358,18.0,54.0,32.3,-,49.0,52.0,43.0,6.6,0.08,A2V,2V
7109,,BD+13 3787,174853,104196,18.0,52.0,1.9,+,13.0,57.0,56.0,6.14,0.0,B8Vnn,8V
7110,,BD-09 4876,174866,142741,18.0,53.0,1.9,-,9.0,34.0,34.0,6.34,0.2,A7Vn,7V
7111,,CP-62 6002,174877,254415,18.0,56.0,54.7,-,62.0,48.0,4.0,6.48,1.53,K3III,3I
7112,,BD+28 3104,174881,86512,18.0,51.0,35.9,+,28.0,47.0,1.0,6.18,1.18,K1II-III,1I
7113,112    Her,BD+21 3582,174933,86521,18.0,52.0,16.4,+,21.0,25.0,31.0,5.48,-0.07,B9II-IIIpHg,9I
7114,33    Sgr,BD-21 5176,174947,187422,18.0,54.0,0.1,-,21.0,21.0,35.0,5.69,1.23,K1Ib,1I
7115,,BD+36 3295,174959,67485,18.0,51.0,36.5,+,36.0,32.0,19.0,6.09,-0.11,B6IV,6I
7116,32Nu 1Sgr,BD-22 4907,174974,187426,18.0,54.0,10.2,-,22.0,44.0,42.0,4.83,1.41,K2I+B9V:,2I
7117,,BD+73  835,174980,9241,18.0,45.0,46.7,+,74.0,5.0,8.0,5.27,0.92,K0II-III,0I
7118,,BD+41 3167,175132,47874,18.0,52.0,7.1,+,41.0,23.0,0.0,6.28,-0.09,B9IIIpSi,9I
7119,,BD-15 5143,175156,161964,18.0,54.0,43.1,-,15.0,36.0,11.0,5.1,0.17,B5II,5I
7120,35Nu 2Sgr,BD-22 4915,175190,187445,18.0,55.0,7.1,-,22.0,40.0,17.0,4.99,1.33,K3II-IIIBa0.8CN2,3I
7121,34Sig Sgr,CD-2613595,175191,187448,18.0,55.0,15.9,-,26.0,17.0,48.0,2.02,-0.22,B2.5V,2.
7122,,CD-4213761,175219,229383,18.0,56.0,16.9,-,42.0,42.0,38.0,5.36,1.0,K0III,0I
7123,,BD+52 2294,175225,31217,18.0,51.0,35.0,+,52.0,58.0,30.0,5.51,0.84,G9IVa,9I
7124,50    Dra,BD+75  682,175286,9250,18.0,46.0,22.2,+,75.0,26.0,2.0,5.35,0.05,A1Vn,1V
7125,47Omi Dra,BD+59 1925,175306,31218,18.0,51.0,12.1,+,59.0,23.0,18.0,4.66,1.19,G9IIIFe-0.5,9I
7126,,BD-16 5078,175317,161984,18.0,55.0,31.0,-,16.0,22.0,36.0,5.79,0.36,F4V,4V
7127,Ome Pav,CP-60 7213,175329,254423,18.0,58.0,36.4,-,60.0,12.0,2.0,5.14,1.37,K2IIICNIV,2I
7128,,CD-2314844,175360,187468,18.0,56.0,0.6,-,23.0,10.0,25.0,5.93,-0.02,B8,8
7129,,CD-3712982,175362,210734,18.0,56.0,40.5,-,37.0,20.0,36.0,5.38,-0.14,B8IVSi,8I
7130,,CP-66 3404,175401,254426,19.0,0.0,3.5,-,66.0,39.0,12.0,6.01,0.97,K0III,0I
7131,11Del1Lyr,BD+36 3307,175426,67537,18.0,53.0,43.6,+,36.0,58.0,18.0,5.58,-0.15,B2.5V,2.
7132,,BD+27 3150,175443,86558,18.0,54.0,13.2,+,27.0,54.0,34.0,5.62,1.35,K4III,4I
7133,113    Her,BD+22 3524,175492,86567,18.0,54.0,44.9,+,22.0,38.0,42.0,4.59,0.78,G4III+A6V,4I
7134,Lam Tel,CP-53 9402,175510,245834,18.0,58.0,27.7,-,52.0,56.0,19.0,4.87,-0.05,A0V,0V
7135,,BD+06 3978,175515,124050,18.0,55.0,27.5,+,6.0,36.0,55.0,5.57,1.04,K0III,0I
7136,,CD-3913012,175529,210754,18.0,57.0,34.7,-,39.0,49.0,24.0,6.31,0.2,A3,3
7137,,BD+50 2686,175535,31241,18.0,53.0,13.6,+,50.0,42.0,30.0,4.92,0.9,G7IIIaFe-1,7I
7138,,BD+41 3174,175576,47902,18.0,54.0,14.3,+,41.0,13.0,32.0,7.3,,F5,5
7139,12Del2Lyr,BD+36 3319,175588,67559,18.0,54.0,30.2,+,36.0,53.0,56.0,4.3,1.68,M4II,4I
7140,,BD+33 3257,175635,67566,18.0,54.0,52.5,+,33.0,58.0,7.0,6.02,0.91,G8III+A2,8I
7141,63The1Ser,BD+04 3916,175638,124068,18.0,56.0,13.2,+,4.0,12.0,13.0,4.62,0.17,A5V,5V
7142,63The2Ser,BD+04 3917,175639,124070,18.0,56.0,14.6,+,4.0,12.0,7.0,4.98,0.2,A5Vn,5V
7143,,BD-01 3602,175640,142825,18.0,56.0,22.7,-,1.0,48.0,0.0,6.22,-0.05,B9III,9I
7144,,BD+02 3730,175679,124073,18.0,56.0,25.6,+,2.0,28.0,16.0,6.15,0.97,G8III,8I
7145,36Xi 1Sgr,BD-20 5339,175687,187498,18.0,57.0,20.5,-,20.0,39.0,23.0,5.08,0.13,A0II,0I
7146,,BD+41 3177,175740,47909,18.0,54.0,52.2,+,41.0,36.0,10.0,5.44,1.03,K0III,0I
7147,,BD+17 3778,175744,104271,18.0,56.0,3.9,+,17.0,59.0,42.0,6.63,-0.04,B9pSi,9p
7148,,BD+17 3779,175743,104272,18.0,56.0,6.2,+,18.0,6.0,19.0,5.69,1.09,K1III,1I
